RMS ID,MSX Name,Source Type,Flux 8 (Jy),Flux 12 (Jy),Flux 14 (Jy),Flux 21 (Jy),J Mag.,H Mag.,K Mag.,VLSR (km/s),Distance (kpc),D type,FIR Lum.,Lum. Source,Freq. (GHz),Int. Flux,Random?
2581,G014.6703-00.4795,Diffuse HII region?,0.135,0.537,1.01,3.39,,,,38.2,3.49/12.76,,1595.6/21329.1,MIPS/IGA,5,<0.5,
2570,G014.7783-00.3326,HII region?,0.225,0.772,1.22,4.8,,,,33.2,13.1,Kin,27664,MSX,5,18.2,
4877,G014.9417-00.7658,Rejected ,0.278,1.2,0.61,2.71,,,,,NA,,NULL,MSX,,,
2592,G014.9513-00.6163,Rejected ,0.243,0.884,1.44,4.43,,,,,NA,,NULL,MSX,,,
4878,G014.9683-00.7886,Rejected ,0.39,0.912,0.62,3.41,,,,,NA,,NULL,MSX,,,
2644,G014.9696-00.7584,Rejected ,1.886,4.308,4.61,13.48,,,,,NA,,NULL,MSX,,,
2635,G014.9740-00.7369,Rejected ,2.033,9.401,10.13,26.1,,,,,NA,,NULL,MSX,,,
2678,G014.9778-00.9557,Evolved star ,34.234,47.079,67.34,232.23,5.1,4.5,4.1,,NA,,NULL,MSX,,,
2604,G014.9790-00.6649A,Other ,6.857,9.31,11.24,54.24,13.4,11.7,10.6,18.9,2,Par,3672,MSX,5,<9.0,
2604,G014.9790-00.6649B,HII region?,6.857,9.31,11.24,54.24,13.4,11.7,10.6,18.9,2,Par,2223,MSX,4.8,43.2,
2647,G014.9938-00.7500,Rejected ,17.974,43.003,81.6,258.69,,,,,NA,,NULL,MSX,,,
2611,G014.9958-00.6732,YSO ,24.753,36.801,41.45,98.85,12.7,9.8,7.3,19.4,2,Par,13385,MSX,5,<8.0,
2641,G014.9984-00.7385,Diffuse HII region?,9.267,30.998,45.29,119.9,,,,,NA,,NULL,MSX,,,
2652,G015.0056-00.7903,Rejected??,1.31,1.624,2.69,8.39,,,,,NA,,NULL,MSX,,,
2627,G015.0136-00.7037,Diffuse HII region ,27.168,31.212,62.92,376.57,,,,20.2,2,Par,50991,MSX,5,<10.4,
2664,G015.0261-00.8338,Rejected ,0.678,1.465,1.07,4.15,,,,,NA,,NULL,MSX,,,
2634,G015.0284-00.7074,Rejected ,82.29,185.77,326.91,526.54,,,,,NA,,NULL,MSX,,,
2657,G015.0284-00.8127,Rejected ,0.378,1.025,2.27,5.13,,,,,NA,,NULL,MSX,,,
2630,G015.0286-00.6981,Diffuse HII region ,63.741,180.51,343.55,517.47,,,,,NA,,NULL,MSX,8.6,<4.0,
2637,G015.0289-00.7118,Rejected ,75.013,146.52,225.76,331.57,,,,,NA,,NULL,MSX,,,
2626,G015.0292-00.6947,Diffuse HII region ,35.111,174.04,272.77,558.3,,,,20.6,2,Par,75599,MSX,8.6,<4.0,
4306,G015.0303-00.8250,Rejected ,-0.045,0.942,1.64,6,,,,,NA,,NULL,MSX,,,
2668,G015.0315-00.8492,Rejected ,1.015,1.607,1.26,2.71,,,,,NA,,NULL,MSX,,,
4305,G015.0319-00.8043,Rejected ,-0.055,-0.85,2.03,3.95,,,,,NA,,NULL,MSX,,,
2653,G015.0324-00.7837,Rejected ,1.304,3.702,3.93,15.78,,,,,NA,,NULL,MSX,,,
2654,G015.0324-00.7906,Rejected ,0.871,1.992,2.65,8.12,,,,,NA,,NULL,MSX,,,
2621,G015.0357-00.6795,HII region ,41.377,123.69,264.91,1023.3,,,,19.2,2,Par,148701,MSX,4.8,32.6,
2660,G015.0358-00.8191,Rejected ,0.574,1.959,1.21,6.8,,,,,NA,,NULL,MSX,,,
2656,G015.0371-00.8055,Rejected ,1.195,2.975,3.34,11.02,,,,,NA,,NULL,MSX,,,
2669,G015.0403-00.8467,Rejected ,0.488,0.937,1.51,4.27,,,,,NA,,NULL,MSX,,,
4880,G015.0410-00.8397,Rejected ,0.269,-0.81,0.93,3.35,,,,,NA,,NULL,MSX,,,
2623,G015.0439-00.6785,Rejected ,51.65,148.24,303.29,674.53,,,,,NA,,NULL,MSX,,,
2620,G015.0444-00.6726,Diffuse HII region ,45.988,140.42,264.37,763.5,,,,,NA,,NULL,MSX,,,
4304,G015.0459-00.7949,Rejected ,0.107,0.971,2.7,4.07,,,,,NA,,NULL,MSX,,,
4303,G015.0525-00.7843,Rejected ,-0.036,0.995,1.42,4.38,,,,,NA,,NULL,MSX,,,
4301,G015.0591-00.6064,Rejected ,-0.032,0.877,2.71,4.11,,,,,NA,,NULL,MSX,,,
2613,G015.0683-00.6381,Rejected ,2.381,14.229,29.6,45.99,,,,,NA,,NULL,MSX,,,
2534,G015.0693+00.2026,Evolved star?,0.272,1.008,1.99,4.07,15.3,14.3,12.7,45,3.81/12.41,,2040.7/21650.5,MSX,5,<0.5,
2616,G015.0727-00.6447,HII region?,2.846,14.422,18.62,21.62,9.8,9.2,8.9,19.3,2,Par,2928,MSX,,,
2564,G015.0755-00.1212,Diffuse HII region ,1.59,3.054,2.95,6.5,,,,47.6,3.93/12.29,,5838.2/57094.7,MIPS/IGA,5,<0.7,
4300,G015.0783-00.5797,Rejected ,-0.039,0.692,1.17,3.5,,,,,NA,,NULL,MSX,,,
2597,G015.0795-00.5827,Rejected ,1.481,2.839,1.83,4.59,,,,,NA,,NULL,MSX,,,
2624,G015.0796-00.6636,Rejected ,20.863,57.772,109.83,280.97,,,,,NA,,NULL,MSX,,,
2628,G015.0796-00.6690,Rejected ,4.23,30.382,51.77,53.19,,,,,NA,,NULL,MSX,,,
2607,G015.0805-00.6194,Rejected ,4.104,11.817,18.27,35.72,,,,,NA,,NULL,MSX,,,
2631,G015.0812-00.6724,Rejected ,27.028,70.771,115.17,231.83,,,,,NA,,NULL,MSX,,,
2639,G015.0812-00.6879,Diffuse HII region ,29.6,82.745,137.06,215.7,,,,21.8,2,Par,29208,MSX,5,<5.2,
2646,G015.0839-00.7003,Rejected ,20.81,67.59,103.32,107.64,,,,,NA,,NULL,MSX,,,
2615,G015.0915-00.6305,Rejected ,4.086,10.392,9.36,16.35,,,,,NA,,NULL,MSX,,,
2535,G015.0939+00.1913,YSO?,2.225,2.489,3.33,5.01,13.6,12.4,11.1,29.9,2.9,Kin,1550,MIPS/IGA,5,<0.5,
2651,G015.0939-00.7168,Diffuse HII region?,42.189,117.95,188.81,330.13,,,,,NA,,NULL,MSX,,,
2655,G015.0944-00.7592,Rejected ,3.905,16.175,30.83,72.47,,,,,NA,,NULL,MSX,,,
2617,G015.0948-00.6366,Rejected ,1.01,10.766,20.85,42.24,,,,,NA,,NULL,MSX,,,
2612,G015.0990-00.6197,Rejected ,2.003,7.459,9.16,20.03,,,,,NA,,NULL,MSX,,,
2658,G015.0996-00.7791,Rejected ,0.405,4.238,8.13,22.15,,,,,NA,,NULL,MSX,,,
2666,G015.0998-00.8026,Rejected ,0.995,3.69,4.98,15.1,,,,,NA,,NULL,MSX,,,
2662,G015.1007-00.7918,Rejected ,0.24,2.019,5.72,12.91,,,,,NA,,NULL,MSX,,,
2665,G015.1011-00.7956,Rejected ,0.918,3.518,4.44,16.55,,,,,NA,,NULL,MSX,,,
2622,G015.1012-00.6469,Rejected ,12.148,53.094,81.82,241.52,,,,18.2,2,Par,32704,MSX,5,<4.6,
2598,G015.1032-00.5716,Rejected ,0.353,1.998,3.93,9.31,,,,,NA,,NULL,MSX,,,
2614,G015.1038-00.6222,Rejected ,6.301,11.022,8.86,46.07,,,,,NA,,NULL,MSX,,,
2600,G015.1075-00.5821,Rejected ,1.735,8.719,14.38,33.34,,,,18.5,2,Par,4515,MSX,5,<1.7,
2610,G015.1086-00.6077,Rejected ,3.772,7.085,4.22,11.88,,,,,NA,,NULL,MSX,,,
2618,G015.1086-00.6310,Rejected ,8.33,13.743,9.8,50.9,,,,,NA,,NULL,MSX,,,
4308,G015.1116-00.8292,Rejected ,0.097,-0.512,1.19,3.03,,,,,NA,,NULL,MSX,,,
4307,G015.1119-00.8218,Rejected ,-0.05,-0.81,1.33,4.29,,,,,NA,,NULL,MSX,,,
2595,G015.1127-00.5469,Rejected ,0.128,-0.538,1.08,3.18,,,,,NA,,NULL,MSX,,,
4881,G015.1218-00.8289,Rejected ,0.704,1.625,0.7,2.97,,,,,NA,,NULL,MSX,,,
2671,G015.1221-00.8147,Rejected ,0.968,1.571,1.22,6.49,,,,,NA,,NULL,MSX,,,
2642,G015.1288-00.6717,YSO ,7.708,10.892,13.07,90.03,12.9,10.5,8.9,19,2,Par,12191,MSX,5,<4.9,
2593,G015.1308-00.5298,Diffuse HII region ,2.101,5.761,7.06,12.32,,,,,NA,,NULL,MSX,,,
2638,G015.1372-00.6561,Rejected ,1.109,1.708,1.59,7.37,,,,,NA,,NULL,MSX,,,
2649,G015.1390-00.6797,Rejected ,8.588,15.639,13.79,46.27,,,,,NA,,NULL,MSX,,,
2606,G015.1502-00.5771,Rejected ,0.298,1.326,1.51,4.04,,,,,NA,,NULL,MSX,,,
2602,G015.1534-00.5650,Rejected ,0.393,1.549,0.94,2.79,,,,,NA,,NULL,MSX,,,
2633,G015.1664-00.6314,Rejected ,1.409,3.528,3.27,4.5,,,,,NA,,NULL,MSX,,,
2632,G015.1830-00.6207,Rejected ,1.993,4.45,3.31,9.75,,,,,NA,,NULL,MSX,,,
2575,G015.1834-00.1621,HII region?,1.362,1.312,1.88,12.83,16.5,13.9,12.1,60.3,4.5,Kin,5192,MSX,,,
2619,G015.1854-00.5935,HII region?,3.917,14.499,16.89,44.28,10.1,9.2,8.7,,2,Par,5996,MSX,,,
2672,G015.1857-00.7842,Rejected ,0.644,1.82,2.57,9.53,,,,,NA,,NULL,MSX,,,
2676,G015.1860-00.8336,Rejected ,0.224,0.97,2.22,5.79,,,,,NA,,NULL,MSX,,,
2667,G015.1867-00.7606,Rejected ,0.659,1.386,2.08,4.28,,,,,NA,,NULL,MSX,,,
2629,G015.1873-00.6130,Rejected ,0.17,1.906,1.65,4.73,,,,,NA,,NULL,MSX,,,
4302,G015.1883-00.6184,Rejected ,0.185,0.802,1.48,5.55,,,,,NA,,NULL,MSX,,,
2625,G015.1920-00.6045,Rejected ,1.446,2.167,1.68,7.1,,,,,NA,,NULL,MSX,,,
2640,G015.1921-00.6291,Rejected ,2.87,6.286,5.96,18.68,,,,20.8,2,Par,2529,MSX,5,<0.9,
2636,G015.1925-00.6233,Rejected ,1.32,4.03,3.32,11.76,,,,,NA,,NULL,MSX,,,
2650,G015.1975-00.6537,Rejected ,0.932,1.488,1.15,3.28,,,,,NA,,NULL,MSX,,,
2648,G015.2031-00.6387,Rejected ,1.537,3.666,2.79,6.8,,,,,NA,,NULL,MSX,,,
2643,G015.2113-00.6286,HII region??,3.841,8.242,10.75,44.21,,,,20.4,2,Par,6434,MSX,,,
2367,G015.2211+03.8369,OH/IR star ,1.462,2.386,2.48,3.42,16.2,15,13.3,,NA,,NULL,MSX,5,<0.7,
2355,G015.2685+05.6696,Evolved star?,0.542,1.194,3.68,5.71,,,,,NA,,NULL,MSX,,,
2674,G015.2776-00.7483,Evolved star?,0.222,0.708,1.33,3.63,11,8.7,7.7,,NA,,NULL,MSX,,,
2551,G015.3262+00.0720,Evolved star ,0.364,0.666,1.39,3.42,9.2,9.1,9,,NA,,NULL,MSX,,,
4882,G015.3329-00.7171,HII region ,0.277,-0.512,0.62,2.89,10.4,10.2,10.1,,2,Par,446,MSX,,,
2663,G015.3590-00.6549,Other ,0.228,-0.433,1.41,5.74,9.7,9.6,9.5,,NA,,NULL,MSX,,,
2431,G015.3635+01.9250,OH/IR star ,0.353,1.611,5.66,13.87,14.7,13,12.1,,NA,,NULL,MSX,,,
2756,G015.3854-02.2657,Evolved star?,1.883,2.881,2.75,3.61,13.8,11.5,9.9,,NA,,NULL,MSX,5,<0.4,
2579,G015.4051-00.0656,OH/IR star ,7.018,11.817,13.09,14.18,14.4,12.2,8.9,48.5,3.94/12.26,,7603.0/73616.2,MSX,5,<1.5,
2712,G015.4329-01.5844,Evolved star?,28.017,43.965,54.48,69.71,15.9,10.9,7.8,,NA,,NULL,MSX,5,<0.5,
2682,G015.4528-00.8582,Young/old star ,0.12,0.585,0.97,6.61,13.6,12.3,11.5,33.9,2,Par,895,MSX,,,
2601,G015.4805-00.3900,Diffuse HII region?,0.227,-0.694,1.04,2.8,,,,40.7,3.54/12.65,,1115.3/14242.0,MIPS/IGA,5,<0.6,
2548,G015.5208+00.1890,Diffuse HII region ,1.255,1.829,1.44,3.17,,,,,NA,,NULL,MSX,,,
2693,G015.5489-01.0064,Evolved star ,1.161,2.063,2.37,5.96,14.2,13.7,12.2,,NA,,NULL,MSX,5,<0.5,
2380,G015.5979+02.7944,Evolved star ,1.327,2.929,3.43,4.43,11.8,10.1,8.7,,NA,,NULL,MSX,5,<0.7,
2484,G015.6546+01.2903,OH/IR star?,9.662,15.159,17.27,19.21,14.7,12.3,9.1,27.3,2.7,Kin,4873,MSX,5,<0.7,
2841,G015.6638-03.7108,Evolved star ,12.073,27.745,37.49,53.63,8.2,6.6,5.3,,NA,,NULL,MSX,,,
2511,G015.7005+00.7707,OH/IR star ,4.612,26.059,59.01,82.11,,,,,NA,,NULL,MSX,,,
2588,G015.7987-00.0060,PN ,0.171,0.991,2.46,5.6,,,,,NA,,NULL,MSX,5,56.5,
2703,G015.8658-01.1432,Evolved star ,3.954,6.1,8.26,8.04,14.6,12.3,10.7,59.2,4.4,Kin,5279,MSX,5,<0.5,
4872,G015.9048+01.6501,Evolved star??,0.115,-0.694,0.54,3.72,13.7,12.3,11.2,,NA,,NULL,MSX,5,<0.6,
2373,G015.9277+03.3580,PN ,0.637,3.177,2.58,19.99,12.3,12,11,,NA,,NULL,MSX,,,
4873,G016.0545+00.8279,PN?,0.136,-0.573,0.67,4.89,,,,,NA,,NULL,MSX,5,12.7,
2781,G016.0667-02.1686,Evolved star?,4.363,6.798,7.6,9.2,17.1,14,11,,NA,,NULL,MSX,5,<0.5,
2673,G016.1169-00.2903,OH/IR star ,31.318,48.535,92.36,89.99,,,,39.2,3.39/12.75,,35720.0/505280.0,MSX,5,<0.8,
2695,G016.1407-00.7895,Evolved star?,0.532,1.687,3.2,4.13,15.9,14.4,12.7,,NA,,NULL,MSX,5,<0.5,
2594,G016.1438+00.0074,HII region ,0.77,0.594,0.91,3.13,,,,44.8,12.4,Kin,23956,MIPS/IGA,5,17.6,
2599,G016.2443+00.0371,Diffuse HII region ,0.165,0.563,0.95,3.63,,,,25.5,2.54/13.59,,32.1/917.9,MIPS/IGA,5,<1.4,
2670,G016.3086-00.1715,Rejected ,0.112,1.353,0.93,2.71,,,,,NA,,NULL,MSX,,,
2836,G016.3190-03.0161,OH/IR star ,11.861,20.925,24.44,27.08,11.9,10.2,8.9,,NA,,NULL,MSX,5,<0.7,
2609,G016.3320+00.0472,Evolved star ,0.473,0.849,1.9,4.2,14.7,12,10.4,26.5,2.59/13.53,,973.1/26556.6,MSX,5,<0.9,
2677,G016.3617-00.2079,Diffuse HII region ,7.315,9.936,7.34,19.39,,,,49,3.86/12.25,,14348.3/144510.2,MIPS/IGA,5,<0.9,
2699,G016.3985-00.7737,OH/IR star ,2.132,3.279,3.22,4.21,14,11.3,8.5,,NA,,NULL,MSX,5,<0.5,
4310,G016.4320-00.2014,Rejected ,-0.032,-0.538,1.22,3.72,,,,,NA,,NULL,MSX,,,
2782,G016.4507-01.9750,PN ,0.278,1.265,1.63,10.76,11.7,11.5,11.1,,NA,,NULL,MSX,,,
2685,G016.7116-00.2969,Evolved star ,1.169,4.923,8.07,11.4,,,,,NA,,NULL,MSX,5,<0.4,
2512,G016.7122+01.3119,YSO?,1.192,1.144,1.22,3.01,13.4,10.7,8.7,20.3,2.1,Kin,1811,MIPS/IGA,5,<0.6,
2659,G016.7981+00.1264,YSO ,5.396,11.376,14.31,25.46,15.8,12.7,9.7,15.2,1.7,Kin,956,MIPS/IGA,5,<0.6,
2563,G016.8055+00.8149,YSO?,1.124,2.144,3.54,3.88,18.1,16.9,14.3,19.7,2.1,Kin,377,MSX,5,<0.7,
2824,G016.8150-02.6182,OH/IR star ,2.678,3.987,5.02,5.6,17.9,13.9,10.1,17.3,1.9,Kin,684,MSX,5,<0.7,
2810,G016.8689-02.1552,YSO ,0.888,1.637,3.24,21.88,,,,18.6,2,Kin,6644,MIPS/IGA,5,<0.7,
2582,G016.8925+00.6806,Other ,0.21,0.903,1.17,4.21,8.7,8.6,8.6,,NA,,NULL,MSX,,,
2736,G016.9015-01.1235,Evolved star ,1.359,2.047,2.64,6.08,10.1,8.8,8,,NA,,NULL,MSX,,,
2559,G016.9233+00.9051,Rejected ,0.202,-0.694,1.36,5.04,,,,,NA,,NULL,MSX,,,
2553,G016.9243+00.9185,Rejected ,0.274,1.197,1.47,4.98,,,,,NA,,NULL,MSX,,,
2645,G016.9261+00.2854,YSO ,4.519,6.395,8.86,12.48,15.4,13.3,9.9,24.2,2.4,Kin,1275,MIPS/IGA,5,<1.1,
2547,G016.9270+00.9599,YSO ,8.318,10.288,8.66,28.37,17.6,12.6,9.4,20.9,2.1,Kin,7627,MIPS/IGA,5,<0.7,
2558,G016.9290+00.9115,Rejected ,0.229,1.083,2.9,11.65,,,,,NA,,NULL,MSX,,,
2556,G016.9338+00.9157,Rejected ,0.241,0.802,2.78,7.85,,,,,NA,,NULL,MSX,,,
2554,G016.9378+00.9199,Rejected ,0.109,1.431,2.8,7.73,,,,,NA,,NULL,MSX,,,
2683,G016.9440-00.0736,HII region ,2.349,5.962,11.01,30.11,,,,-4.2,16.5,Kin,213352,MSX,5,519.3,
2555,G016.9444+00.9217,Rejected ,0.11,1.422,2.6,7.83,,,,,NA,,NULL,MSX,,,
2577,G016.9512+00.7806,HII/YSO ,2.065,3.907,1.96,5.64,13.6,13.2,11.5,24.9,2.4,Kin,945,MIPS/IGA,5,<0.9,
4295,G016.9534+00.9270,Rejected ,0.097,-0.658,2.75,8.58,,,,,NA,,NULL,MSX,,,
2580,G016.9627+00.7588,Rejected ,0.424,2.058,3.31,9.29,,,,,NA,,NULL,MSX,,,
2573,G016.9649+00.8083,Rejected ,0.188,1.005,1.4,3.09,,,,,NA,,NULL,MSX,,,
2557,G016.9650+00.9307,Rejected ,0.237,0.857,1.68,6.68,,,,,NA,,NULL,MSX,,,
4875,G016.9658+00.7889,Diffuse HII region ,0.253,0.855,0.76,3.11,,,,22.4,2.2,Kin,544,MSX,5,<1.0,
4296,G016.9716+00.9328,Rejected ,-0.041,0.793,1.27,5.95,,,,,NA,,NULL,MSX,,,
2568,G016.9721+00.8532,Rejected ,0.214,1.792,3.29,6.94,,,,,NA,,NULL,MSX,,,
2681,G016.9747-00.0293,OH/IR star ,4.897,7.069,14.25,14.81,,,,,NA,,NULL,MSX,5,0,
2576,G016.9761+00.7994,Rejected ,0.242,-0.661,1.18,3.9,,,,,NA,,NULL,MSX,,,
4299,G016.9856+00.7376,Rejected ,-0.05,-0.81,0.95,3.45,,,,,NA,,NULL,MSX,,,
2550,G016.9857+00.9689,Diffuse HII region?,0.909,2.421,1,2.88,,,,,NA,,NULL,MSX,,,
4297,G016.9932+00.8900,Rejected ,-0.049,1.507,0.96,3.83,,,,,NA,,NULL,MSX,,,
4298,G016.9934+00.8554,Rejected ,-0.041,0.768,2.92,5.17,,,,,NA,,NULL,MSX,,,
2567,G016.9946+00.8676,Rejected ,0.728,3.318,6.5,11.66,,,,,NA,,NULL,MSX,,,
2539,G016.9982+01.0853,Evolved star?,0.934,1.708,2.15,2.87,16.6,15.2,12.4,22.8,2.3,Kin,515,MSX,5,<0.7,
2566,G017.0027+00.8788,Rejected ,0.494,1.495,2.89,6.33,,,,,NA,,NULL,MSX,,,
2574,G017.0049+00.8286,Diffuse HII region?,1.372,2.106,1.61,2.75,,,,,NA,,NULL,MSX,,,
2747,G017.0077-01.2257,OH/IR star ,0.201,-0.573,1.63,12.7,8.5,7.7,7.3,,NA,,NULL,MSX,,,
2569,G017.0080+00.8662,Rejected ,1.125,2.911,3.42,4.74,,,,,NA,,NULL,MSX,,,
2565,G017.0095+00.9089,Diffuse HII region ,1.429,2.907,4.24,14.4,,,,,NA,,NULL,MSX,,,
2572,G017.0217+00.8442,YSO?,0.409,1.009,1.16,2.79,13,11.1,9.8,20.4,2.1,Kin,540,MSX,,,
2583,G017.0332+00.7476A,YSO ,1.525,2.62,2.02,5.57,,,,24.9,2.4,Kin,1833,MIPS/IGA,5,<0.8,
2583,G017.0332+00.7476B,HII region ,1.525,2.62,2.02,5.57,,,,24.9,2.4,Kin,934,MIPS/IGA,5,<0.8,
2587,G017.0666+00.6826,YSO ,0.43,1.564,3.41,4.25,16.4,13.9,11.1,21.4,2.2,Kin,2222,MIPS/IGA,5,<0.7,
2561,G017.0827+00.9766,Other ,0.23,-0.589,1.61,5.56,9.3,8.8,8.6,21.4,2.2,Kin,904,MSX,5,<0.8,
2688,G017.1141-00.1130,HII region ,1.891,2.455,1.89,8.65,,,,93.1,10.6,Kin,20440,MIPS/IGA,5,12,
2549,G017.1255+01.0453,Other ,0.459,1.911,2.46,3.62,13.1,10.9,9.7,18.8,2,Kin,485,MSX,5,<0.7,
2686,G017.1488-00.0847,Evolved star ,0.961,0.862,1.34,6.51,14.9,11.4,9.1,,NA,,NULL,MSX,5,<1.4,
2746,G017.2059-01.0971,OH/IR star ,0.117,1,2.05,5.03,16.4,14,12.1,64.1,4.4,Kin,3409,MSX,5,<0.6,
2696,G017.2893-00.1982,Diffuse HII region ,0.87,1.903,1.91,4.27,,,,44.5,3.56/12.48,,2344.6/28813.8,MIPS/IGA,5,<0.9,
2692,G017.3629-00.0391,Diffuse HII region ,0.313,1.358,1.55,4.28,,,,,NA,,NULL,MSX,,,
2478,G017.3765+02.2512,YSO ,3.926,6.932,9.6,14.57,13.8,11.3,9.2,10.8,1.3,Kin,1034,MIPS/IGA,5,<0.7,
2591,G017.4507+00.8118A,YSO ,1.308,1.033,1.37,4.64,,,,21.3,2.1,Kin,1063,MIPS/IGA,5,<0.6,
2591,G017.4507+00.8118B,YSO ,1.308,1.033,1.37,4.64,14.5,13,12,21.3,2.1,Kin,984,MIPS/IGA,5,<0.6,
2764,G017.6148-01.1685,PN?,0.784,1.611,2.3,3.14,12.6,12.6,11.8,,NA,,NULL,MSX,,,
2456,G017.6327+02.6098,PN ,0.186,1.155,1.88,2.78,16.1,14.2,13.8,,NA,,NULL,MSX,5,35.1,
2690,G017.6380+00.1566,YSO ,126.53,165.91,270.49,443.54,15,12.7,7.3,22.1,2.2,Kin,103404,MIPS/IGA,5,<0.9,
2820,G017.6839-02.0323,OH/IR star ,4.566,20.705,43.32,93.35,11.5,10.5,9.4,,NA,,NULL,MSX,,,
2713,G017.7461-00.3684,Other ,0.356,-0.491,1.51,4.65,8.4,8.2,8,,NA,,NULL,MSX,,,
2675,G017.9272+00.6332,Evolved star ,148.26,322.3,419.67,688.83,9,7.4,5.7,22.9,2.2,Kin,117256,MSX,,,
2698,G017.9642+00.0798A,YSO ,1.819,2.701,3.06,8.37,16.1,13.9,12.4,22.6,2.2,Kin,735,MIPS/IGA,5,<1.2,
2698,G017.9642+00.0798B,YSO ,1.819,2.701,3.06,8.37,,,,22.6,2.2,Kin,1109,MIPS/IGA,5,<1.2,
2698,G017.9642+00.0798C,YSO ,1.819,2.701,3.06,8.37,,,,22.6,2.2,Kin,1035,MIPS/IGA,5,<1.2,
4883,G017.9789+00.2335A,YSO ,0.34,-0.538,0.62,3.16,,,,14.1,14.4,Kin,31371,MIPS/IGA,5,<1.3,
4883,G017.9789+00.2335B,HII region ,0.34,-0.538,0.62,3.16,,,,14.1,14.4,Kin,10634,MIPS/IGA,5,<1.3,
4883,G017.9789+00.2335C,HII region ,0.34,-0.538,0.62,3.16,,,,14.1,14.4,Kin,10634,MIPS/IGA,5,<1.3,
2705,G017.9868-00.1098,HII/YSO??,0.849,1.108,1.59,5.54,10.9,8.7,7.6,,4.3,Kin,2487,MSX,,,
2725,G017.9944-00.4023,OH/IR star ,0.843,2.567,3.31,6.68,13.3,10.6,9.1,,NA,,NULL,MSX,5,<0.6,
2603,G018.0544+00.9843,Evolved star ,1.89,3.942,5.64,6.26,,,,31.6,2.8,Kin,1671,MSX,5,<0.6,
4879,G018.0658+00.8533,PN ,0.177,1.08,0.6,5.05,13.8,13.1,12.2,,NA,,NULL,MSX,5,32.6,
2702,G018.0766+00.0716,Diffuse HII region??,0.233,1.75,1.85,4.7,,,,,NA,,NULL,MSX,,,
4311,G018.0980-00.3210,Diffuse HII region?,1.275,1.353,2.02,8.33,,,,,NA,,NULL,MSX,,,
2724,G018.1409-00.3021,Diffuse HII region ,4.6,10.678,13.32,57.63,,,,53.8,3.9,Kin,30743,MSX,5,<1.3,
2719,G018.1437-00.2859,HII region ,6.166,20.614,31.45,64.53,,,,56.2,4,Kin,10265,MSX,15,10.9,
2718,G018.1504-00.2794,HII region ,7.655,20.244,21.72,56.99,,,,56.8,4.1,Kin,9769,MSX,5,856.2,
2731,G018.1798-00.3873,OH/IR star ,4.065,6.381,9.73,10.27,16,14,12.4,,NA,,NULL,MSX,5,<1.5,
2735,G018.1833-00.4083,Rejected ,0.855,1.551,1.29,3.99,,,,,NA,,NULL,MSX,,,
2734,G018.1876-00.4030,Diffuse HII region ,0.731,1.975,1.63,3.99,,,,,NA,,NULL,MSX,,,
2733,G018.1916-00.3932,Rejected ,0.231,1.408,0.97,4.71,,,,,NA,,NULL,MSX,,,
2715,G018.1968-00.1709,YSO?,0.376,0.997,1.61,4.49,13.8,12.4,11.6,94.4,10.6,Kin,5636,MSX,,,
2722,G018.2309-00.2466,Rejected ,0.32,0.612,1.45,4.03,,,,,NA,,NULL,MSX,,,
2720,G018.2329-00.2432,Rejected ,0.509,1.086,0.79,3.22,,,,,NA,,NULL,MSX,,,
2721,G018.2382-00.2419,Diffuse HII region ,0.45,0.9,1.79,5.37,,,,,NA,,NULL,MSX,,,
2773,G018.2405-00.9155,PN ,0.214,-0.512,1.21,3.41,,,,45.5,3.5,Kin,1468,MSX,5,42.8,
2717,G018.2418-00.2182,Rejected ,0.315,1.197,1.94,7.34,,,,,NA,,NULL,MSX,,,
4294,G018.2669+01.8862,Rejected ,-0.037,-0.612,1.2,3.7,,,,,NA,,NULL,MSX,,,
2730,G018.2680-00.2955,Rejected ,1.412,7.958,17.08,36.45,,,,,NA,,NULL,MSX,,,
4293,G018.2712+01.9067,Rejected ,-0.032,-0.53,1.09,5.18,,,,,NA,,NULL,MSX,,,
2729,G018.2750-00.2890,Diffuse HII region ,1.022,2.598,1.31,5.42,,,,,NA,,NULL,MSX,,,
4292,G018.2805+01.9177,Rejected ,0.1,0.751,0.88,3.59,,,,,NA,,NULL,MSX,,,
2694,G018.2955+00.4291,OH/IR star ,5.774,10.068,19.58,22.03,,,,,NA,,NULL,MSX,5,<0.7,
2738,G018.3029-00.3910,HII region ,20.569,42.376,50.41,235.65,,,,32.8,2.8,Kin,28192,MIPS/IGA,5,676.8,
2465,G018.3234+02.8771,Evolved star ,0.131,-0.558,1.29,8.9,11,10,9.4,,NA,,NULL,MSX,,,
2545,G018.3412+01.7681,YSO ,10.33,21.79,33.02,61.76,15.3,12.9,9.3,33.1,2.8,Kin,21809,MIPS/IGA,8.6,<0.4,
2700,G018.3495+00.2576,Evolved star ,0.292,1.296,2.7,4.01,,,,,NA,,NULL,MSX,5,<1.2,
2739,G018.3706-00.3818,YSO ,3.202,6.126,7.55,13.44,14.4,11.7,9.3,44.6,3.5,Kin,5198,MIPS/IGA,5,<1.2,
2714,G018.4608-00.0034,HII region ,0.864,2.759,4.84,18.66,,,,52.2,12.1,Kin,196314,MSX,5,342.1,
