#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-02-13T19:12:40 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5c6464a76380	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-sort=_r
#-nav=cat:V/114&tab:{V/114/msx6_gp}&key:source=V/114/msx6_gp&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/114/msx6_gp
#-order=I
#-out=MSX6C
#-out=RAJ2000
#-out=DEJ2000
#-out=B1
#-out=q_B1
#-out=e_B1
#-out=A
#-out=q_A
#q_A=>= 2
#-out=e_A
#-out=C
#-out=q_C
#-out=e_C
#-out=D
#-out=q_D
#q_D=>= 2
#-out=e_D
#-out=E
#-out=q_E
#q_E=>= 2
#-out=e_E
#Old=Old
#

#RESOURCE=yCat_5114
#Name: V/114
#Title: MSX6C Infrared Point Source Catalog (Egan+ 2003)
#Table	V_114_msx6_gp:
#Name: V/114/msx6_gp
#Title: The complete MSX6C catalogue in the Galactic Plane (|b|<=6{deg})
#Column	MSX6C	(a17)	Name (based on galactic position)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F8.4)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F8.4)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	B1	(E10.3)	Flux density in B1 (4.29um) band (1)	[ucd=phot.mag;em.IR.4-8um]
#Column	q_B1	(I1)	[0,4] Band B1 quality (2)	[ucd=meta.code.qual]
#Column	e_B1	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	A	(E10.3)	Flux density in A (8.28um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_A	(I1)	[0,4] Band A quality (2)	[ucd=meta.code.qual]
#Column	e_A	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	C	(E10.3)	Flux density in C (12.13um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_C	(I1)	[0,4] Band C quality (2)	[ucd=meta.code.qual]
#Column	e_C	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	D	(E10.3)	Flux density in D (14.65um) band (1)	[ucd=phot.flux.density;em.IR.8-15um]
#Column	q_D	(I1)	[0,4] Band D quality (2)	[ucd=meta.code.qual]
#Column	e_D	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
#Column	E	(E10.3)	Flux density in E (21.34um) band (1)	[ucd=phot.flux.density;em.IR.15-30um]
#Column	q_E	(I1)	[0,4] Band E quality (2)	[ucd=meta.code.qual]
#Column	e_E	(F5.1)	? flux uncertainty 1-sigma	[ucd=stat.error]
MSX6C;RAJ2000;DEJ2000;B1;q_B1;e_B1;A;q_A;e_A;C;q_C;e_C;D;q_D;e_D;E;q_E;e_E
G351.2056-02.1955;263.0138;-37.5451; 1.743e+01;1; 45.4; 3.596e+00;4;  4.1; 4.397e+00;4;  5.3; 3.967e+00;4;  6.2; 3.971e+00;3;  6.4
G034.1290-02.1694;285.3361;+00.0756;-1.157e+01;0;     ; 3.742e+00;4;  4.1; 3.891e+00;4;  5.3; 2.729e+00;4;  6.3; 2.280e+00;2;  7.1
G286.7993-02.0174;158.5167;-60.5127;-1.060e+01;0;     ; 4.357e+00;4;  4.1; 4.098e+00;4;  5.2; 3.115e+00;4;  6.3; 2.317e+00;2;  7.0
G001.0388-02.2297;269.2050;-29.1828;-1.001e+01;0;     ; 4.518e+00;4;  4.1; 5.175e+00;4;  5.1; 3.244e+00;4;  6.3; 2.984e+00;2;  6.6
G327.1948-02.2043;239.9900;-55.9259;-1.001e+01;0;     ; 3.921e+00;4;  4.1; 1.009e+01;4;  5.0; 1.023e+01;4;  6.1; 2.103e+01;4;  6.0
G357.7959-02.0178;267.0817;-31.8665;-1.060e+01;0;     ; 3.658e+00;4;  4.1; 5.175e+00;4;  5.1; 5.664e+00;4;  6.1; 6.158e+00;4;  6.2
G350.5266-02.2585;262.6100;-38.1473;-1.001e+01;0;     ; 3.328e+00;4;  4.1; 4.252e+00;4;  5.2; 4.207e+00;4;  6.2; 4.532e+00;4;  6.3
G000.6792-02.1680;268.9370;-29.4626;-7.752e+00;0;     ; 3.942e+00;4;  4.1; 3.830e+00;4;  5.3; 3.220e+00;4;  6.3; 3.352e+00;3;  6.6
G353.8934-02.2371;264.8558;-35.3047;-1.001e+01;0;     ; 6.494e+00;4;  4.1; 6.328e+00;4;  5.1; 4.080e+00;4;  6.2; 3.918e+00;3;  6.4
G323.1234-02.2132;234.1107;-58.4605;-1.001e+01;0;     ; 4.828e+00;4;  4.1; 5.169e+00;4;  5.1; 4.035e+00;4;  6.2; 4.280e+00;3;  6.3
G010.2649-02.0305;273.9796;-21.0338;-1.185e+01;0;     ; 3.297e+00;4;  4.1; 3.696e+00;4;  5.3; 2.975e+00;4;  6.3; 2.148e+00;2;  7.1
G026.9183-02.1570;282.0387;-06.3346;-1.157e+01;0;     ; 3.856e+00;4;  4.1; 4.165e+00;4;  5.3; 3.210e+00;4;  6.3; 3.194e+00;2;  6.6
G278.4858-02.0651;145.6442;-55.7009;-1.157e+01;0;     ; 4.256e+00;4;  4.1; 5.110e+00;4;  5.2; 4.167e+00;4;  6.2; 2.571e+00;2;  7.0
G003.6596-02.2104;270.6592;-26.8999;-1.001e+01;0;     ; 3.365e+00;4;  4.1; 4.482e+00;4;  5.2; 4.043e+00;4;  6.2; 5.248e+00;4;  6.3
G019.9927-02.2074;278.8804;-12.5152;-1.001e+01;0;     ; 4.423e+00;4;  4.1; 4.473e+00;4;  5.2; 3.307e+00;4;  6.3; 3.016e+00;2;  6.7
G002.5616-02.1114;269.9517;-27.8047;-1.157e+01;0;     ; 2.800e+00;4;  4.1; 5.166e+00;4;  5.2; 4.961e+00;4;  6.1; 6.067e+00;4;  6.2
G003.1010-02.0529;270.1958;-27.3076;-1.157e+01;0;     ; 4.306e+00;4;  4.1; 3.918e+00;4;  5.3; 2.912e+00;4;  6.3; 3.823e+00;3;  6.4
G000.1858-02.2276;268.7105;-29.9187;-4.087e+00;0;     ; 2.667e+00;4;  4.1; 3.161e+00;4;  5.0; 2.392e+00;4;  6.1; 2.139e+00;4;  6.1
G007.8880-02.2479;272.9615;-23.2247;-1.001e+01;0;     ; 3.538e+00;4;  4.1; 4.326e+00;4;  5.3; 3.194e+00;4;  6.3; 2.473e+00;2;  7.1
G356.1443-02.2549;266.3073;-33.4011;-1.001e+01;0;     ; 3.383e+00;4;  4.1; 4.070e+00;4;  5.2; 4.077e+00;4;  6.2; 4.827e+00;4;  6.3
G015.3818-02.1565;276.6356;-16.5788;-1.157e+01;0;     ; 3.659e+00;4;  4.1; 4.664e+00;4;  5.2; 5.074e+00;4;  6.1; 5.110e+00;4;  6.3
G302.1163-02.2316;190.9242;-65.0912;-1.146e+01;0;     ; 3.039e+00;4;  4.1; 3.117e+00;4;  5.5; 2.209e+00;4;  6.5; 2.324e+00;2;  7.1
G354.2135-02.0724;264.8930;-34.9461;-1.157e+01;0;     ; 3.048e+00;4;  4.1; 3.398e+00;4;  5.4; 2.800e+00;4;  6.3; 3.344e+00;2;  6.6
G003.1491-02.0270;270.1973;-27.2530;-1.060e+01;0;     ; 5.198e+00;4;  4.1; 5.992e+00;4;  5.1; 4.188e+00;4;  6.2; 4.878e+00;4;  6.3
G013.3794-02.0278;275.5371;-18.2884;-1.060e+01;0;     ; 2.814e+00;4;  4.1; 4.040e+00;4;  5.2; 4.679e+00;4;  6.1; 5.585e+00;4;  6.2
G019.9075-02.0185;278.6684;-12.5041;-1.060e+01;0;     ; 3.409e+00;4;  4.1; 3.912e+00;4;  5.3; 3.175e+00;4;  6.3; 3.688e+00;3;  6.4
G351.3610-02.0035;262.9182;-37.3101;-1.060e+01;0;     ; 3.343e+00;4;  4.1; 6.085e+00;4;  5.1; 8.876e+00;4;  6.1; 7.095e+00;4;  6.1
G014.1959-02.1604;276.0616;-17.6293;-1.157e+01;0;     ; 3.085e+00;4;  4.1; 4.059e+00;4;  5.3; 4.962e+00;4;  6.1; 5.317e+00;4;  6.3
G024.6945-02.0209;280.8963;-08.2512;-1.060e+01;0;     ; 5.037e+00;4;  4.1; 5.473e+00;4;  5.1; 4.040e+00;4;  6.2; 4.176e+00;3;  6.4
G075.1548-02.0835;307.4445;+35.5289;-1.157e+01;0;     ; 3.198e+00;4;  4.1; 3.688e+00;4;  5.3; 1.226e+00;2;  7.4; 4.605e+00;3;  6.4
G061.9677-02.2704;299.2159;+24.4286;-1.001e+01;0;     ; 2.956e+00;4;  4.1; 2.275e+00;4;  5.7; 1.422e+00;3;  6.9; 2.296e+00;2;  7.0
G002.3591-02.0365;269.7645;-27.9431;-1.060e+01;0;     ; 3.681e+00;4;  4.1; 4.722e+00;4;  5.2; 3.939e+00;4;  6.2; 4.307e+00;3;  6.4
G011.2448-02.0468;274.4909;-20.1793;-1.157e+01;0;     ; 3.510e+00;4;  4.1; 3.647e+00;4;  5.3; 3.257e+00;4;  6.3; 3.080e+00;2;  6.7
G000.1064-02.2647;268.7014;-30.0058; 1.452e+01;1; 55.6; 2.159e+00;4;  4.1; 2.698e+00;4;  5.0; 2.555e+00;4;  6.1; 2.355e+00;4;  6.1
G004.6499-02.1025;271.0967;-25.9847;-1.157e+01;0;     ; 2.724e+00;4;  4.1; 3.833e+00;4;  5.3; 3.211e+00;4;  6.3; 3.869e+00;3;  6.4
G347.5357-02.2198;260.4091;-40.6049;-1.001e+01;0;     ; 2.299e+00;4;  4.1; 3.103e+00;4;  5.4; 3.203e+00;4;  6.3; 3.881e+00;3;  6.4
G001.8890-02.0459;269.5081;-28.3551; 1.405e+01;1; 52.9; 2.352e+00;4;  4.1; 3.322e+00;4;  5.4; 2.914e+00;4;  6.3; 3.856e+00;3;  6.4
G010.3540-02.0810;274.0725;-20.9795;-1.157e+01;0;     ; 3.273e+00;4;  4.1; 4.130e+00;4;  5.3; 3.338e+00;4;  6.3; 2.904e+00;2;  6.8
G010.0030-02.0434;273.8583;-21.2703;-1.157e+01;0;     ; 2.799e+00;4;  4.1; 4.059e+00;4;  5.3; 4.388e+00;4;  6.2; 4.309e+00;3;  6.4
G283.0163-02.2611;151.9834;-58.6607;-1.255e+01;0;     ; 3.646e+00;4;  4.1; 3.602e+00;4;  5.3; 2.678e+00;4;  6.3; 2.863e+00;2;  6.6
G059.5005-02.1276;297.7016;+22.3871;-1.157e+01;0;     ; 2.870e+00;4;  4.1; 2.965e+00;4;  5.6; 2.364e+00;4;  6.5; 2.566e+00;2;  7.0
G001.0207-02.2024;269.1675;-29.1848;-1.001e+01;0;     ; 2.797e+00;4;  4.1; 3.749e+00;4;  5.3; 3.618e+00;4;  6.3; 3.523e+00;3;  6.5
G000.3178-02.1860;268.7457;-29.7837;-4.298e+00;0;     ; 1.855e+00;4;  4.1; 1.974e+00;4;  5.0; 1.590e+00;4;  6.1; 1.964e+00;4;  6.1
G003.4295-02.1034;270.4275;-27.0472;-1.157e+01;0;     ; 3.075e+00;4;  4.1; 3.545e+00;4;  5.3; 2.772e+00;4;  6.3; 2.440e+00;2;  7.1
G349.9163-02.1429;262.0580;-38.5922;-1.157e+01;0;     ; 3.169e+00;4;  4.1; 2.867e+00;4;  5.6; 3.086e+00;4;  6.3; 3.013e+00;2;  6.7
G008.0215-02.0080;272.8024;-22.9925;-1.060e+01;0;     ; 2.216e+00;4;  4.1; 2.850e+00;4;  5.5; 3.027e+00;4;  6.3; 3.566e+00;3;  6.4
G005.2514-02.0117;271.3351;-25.4160;-1.060e+01;0;     ; 1.788e+00;4;  4.1; 1.793e+00;3;  6.1; 1.528e+00;3;  6.7; 2.145e+00;2;  7.1
G001.1111-02.1430;269.1606;-29.0768;-1.336e+01;0;     ; 2.052e+00;4;  4.1; 2.381e+00;4;  5.8; 1.745e+00;3;  6.7; 2.319e+00;2;  7.1
G033.8217-02.1747;285.2007;-00.2001;-1.157e+01;0;     ; 3.607e+00;4;  4.1; 4.416e+00;4;  5.3; 3.081e+00;4;  6.3; 4.033e+00;3;  6.4
G018.9586-02.1180;278.3116;-13.3919;-1.157e+01;0;     ; 1.925e+00;4;  4.1; 2.166e+00;3;  6.0; 1.759e+00;3;  6.7; 2.335e+00;2;  7.1
G316.6174-02.2059;222.9224;-61.8398;-1.001e+01;0;     ; 2.096e+00;4;  4.1; 2.760e+00;4;  5.6; 2.645e+00;4;  6.4; 2.741e+00;2;  6.9
G007.4400-02.1430;272.6269;-23.5668;-1.157e+01;0;     ; 2.028e+00;4;  4.1; 1.863e+00;3;  6.3; 1.953e+00;4;  6.6; 3.166e+00;2;  6.7
G010.5946-02.1868;274.2942;-20.8180;-1.157e+01;0;     ; 2.489e+00;4;  4.1; 3.102e+00;4;  5.5; 2.761e+00;4;  6.3; 3.389e+00;3;  6.5
G006.1794-02.0522;271.8726;-24.6257;-1.157e+01;0;     ; 2.528e+00;4;  4.1; 2.911e+00;4;  5.6; 2.799e+00;4;  6.3; 2.877e+00;2;  6.8
G296.7463-02.1640;178.4609;-64.3420;-1.157e+01;0;     ; 2.345e+00;4;  4.1; 3.054e+00;4;  5.5; 2.141e+00;4;  6.5; 8.888e+00;4;  6.1
G335.3664-02.1206;249.5902;-50.1311;-1.157e+01;0;     ; 1.754e+00;4;  4.1; 2.125e+00;3;  6.0; 2.270e+00;4;  6.5; 5.959e+00;4;  6.2
G358.4013-02.0581;267.4874;-31.3683;-1.157e+01;0;     ; 1.648e+00;4;  4.1; 2.256e+00;3;  5.9; 2.030e+00;4;  6.6; 2.394e+00;2;  7.1
G354.4578-02.2504;265.2348;-34.8336;-1.001e+01;0;     ; 2.020e+00;4;  4.1; 3.538e+00;4;  5.3; 6.544e+00;4;  6.1; 8.390e+00;4;  6.1
G358.2643-02.1103;267.4577;-31.5126;-1.157e+01;0;     ; 1.768e+00;4;  4.1; 2.569e+00;4;  5.7; 3.531e+00;4;  6.3; 4.070e+00;3;  6.4
G023.2229-02.2324;280.4079;-09.6564;-1.001e+01;0;     ; 1.980e+00;4;  4.1; 2.807e+00;4;  5.6; 2.441e+00;4;  6.4; 2.989e+00;2;  6.7
G043.2863-02.0519;289.4610;+08.2524;-1.157e+01;0;     ; 1.802e+00;4;  4.1; 3.651e+00;4;  5.3; 5.690e+00;4;  6.1; 1.757e+01;4;  6.0
G346.4127-02.0496;259.3728;-41.4277;-1.157e+01;0;     ; 2.419e+00;4;  4.1; 2.826e+00;4;  5.6; 2.286e+00;4;  6.5; 2.489e+00;2;  7.1
G089.3841-02.2665;319.7812;+46.3130;-1.353e+01;0;     ; 1.669e+00;4;  4.1; 2.096e+00;4;  5.6; 2.292e+00;4;  6.3; 7.039e+00;4;  6.1
G281.7578-02.0132;150.3398;-57.7159;-1.060e+01;0;     ; 1.690e+00;4;  4.1; 2.364e+00;4;  5.6; 1.865e+00;4;  6.5; 7.058e+00;4;  6.1
G031.2772-02.2009;284.0653;-02.4755;-1.001e+01;0;     ; 1.346e+00;4;  4.2; 1.877e+00;2;  6.6; 2.382e+00;4;  6.5; 3.297e+00;2;  6.8
G000.4103-02.1028;268.7167;-29.6620;-4.298e+00;0;     ; 1.843e+00;4;  4.1; 1.619e+00;4;  5.1; 1.285e+00;4;  6.1; 1.079e+00;3;  6.4
G000.4239-02.2282;268.8492;-29.7134;-4.087e+00;0;     ; 1.629e+00;4;  4.1; 1.718e+00;4;  5.0; 1.327e+00;4;  6.1; 1.076e+00;3;  6.4
G340.4477-02.0201;254.3859;-46.1835;-1.060e+01;0;     ; 1.233e+00;4;  4.2; 1.473e+00;2;  6.6; 1.592e+00;3;  6.7; 2.993e+00;2;  6.6
G351.7119-02.2549;263.4231;-37.1530;-1.001e+01;0;     ; 1.235e+00;4;  4.2; 1.779e+00;3;  6.1; 1.934e+00;4;  6.5; 2.049e+00;2;  7.1
G352.7342-02.2115;264.0657;-36.2699;-1.001e+01;0;     ; 1.144e+00;4;  4.2; 1.575e+00;2;  6.7; 1.562e+00;3;  6.9; 2.562e+00;2;  7.0
G356.1919-02.2180;266.2992;-33.3414;-1.001e+01;0;     ; 1.545e+00;4;  4.1; 1.610e+00;3;  6.4; 1.167e+00;3;  7.2; 2.081e+00;2;  7.1
G041.7641-02.0833;288.7753;+06.8911;-1.157e+01;0;     ; 1.683e+00;4;  4.1; 2.406e+00;4;  5.8; 2.631e+00;4;  6.4; 2.525e+00;2;  7.0
G359.5173-02.2569;268.3493;-30.5099;-4.772e+00;0;     ; 9.689e-01;4;  4.1; 1.046e+00;4;  5.3; 9.423e-01;2;  7.8; 9.499e-01;3;  6.5
G356.1642-02.1958;266.2593;-33.3534;-1.157e+01;0;     ; 1.424e+00;4;  4.2; 1.930e+00;3;  6.2; 2.340e+00;4;  6.5; 3.380e+00;3;  6.6
G064.9412-02.1597;300.8438;+27.0151;-1.157e+01;0;     ; 1.230e+00;4;  4.2; 3.495e+00;4;  5.3; 5.211e+00;4;  6.1; 9.563e+00;4;  6.1
G007.4197-02.0425;272.5201;-23.5362;-1.060e+01;0;     ; 1.263e+00;4;  4.2; 4.280e+00;4;  5.3; 8.355e+00;4;  6.1; 9.538e+00;4;  6.1
G300.7105-02.0865;187.6267;-64.8681;-1.157e+01;0;     ; 9.897e-01;4;  4.2; 2.298e+00;4;  5.9; 6.542e+00;4;  6.1; 1.879e+01;4;  6.0
G002.0140-02.1001;269.6322;-28.2739;-1.157e+01;0;     ; 2.039e+00;4;  4.1; 3.327e+00;4;  5.4; 3.857e+00;4;  6.2; 3.603e+00;3;  6.5
G314.9328-02.0522;219.5202;-62.4129;-1.157e+01;0;     ; 9.011e-01;4;  4.2; 3.033e+00;4;  5.5; 5.369e+00;4;  6.1; 1.011e+01;4;  6.1
G071.4767-02.0570;304.8661;+32.5374;-1.157e+01;0;     ; 8.655e-01;4;  4.2; 2.813e+00;4;  5.6; 3.316e+00;4;  6.3; 1.153e+01;4;  6.1
G281.6909-02.0548;150.1931;-57.7088;-1.157e+01;0;     ; 4.619e-01;4;  4.5; 1.374e+00;2;  7.2; 2.924e+00;4;  6.3; 1.342e+01;4;  6.0
G000.0645-02.0403;268.4534;-29.9287;-4.374e+00;0;     ; 9.350e-01;4;  4.1; 1.199e+00;4;  5.2; 1.031e+00;4;  6.2; 1.001e+00;3;  6.4
G000.3656-02.0135;268.6021;-29.6555;-4.326e+00;0;     ; 7.194e-01;4;  4.1; 9.996e-01;4;  5.3; 1.203e+00;4;  6.2; 1.458e+00;4;  6.2
G358.2632-02.0607;267.4070;-31.4881;-1.157e+01;0;     ; 1.739e-01;3;  6.2;-5.869e-01;0;     ; 1.773e+00;3;  6.7; 1.224e+01;4;  6.1
G271.6511-02.1492;137.3175;-51.0030;-1.157e+01;0;     ; 5.276e-01;4;  4.4; 8.749e-01;1;  9.7; 1.746e+00;3;  6.7; 4.146e+00;3;  6.4
G006.5939-02.0111;272.0537;-24.2435;-1.060e+01;0;     ; 3.056e-01;4;  4.8; 1.883e+00;3;  6.1; 4.255e+00;4;  6.2; 5.143e+00;4;  6.2
G320.7344-02.0444;230.0881;-59.6664;-1.185e+01;0;     ; 5.441e-01;4;  4.4; 9.457e-01;1;  9.1; 1.014e+00;2;  7.8; 2.771e+00;2;  6.8
G027.3441-02.1125;282.1935;-05.9355;-1.157e+01;0;     ; 4.648e-01;4;  4.5; 8.597e-01;1;  9.7; 2.233e+00;4;  6.5; 7.911e+00;4;  6.1
G347.0619-02.0167;259.8323;-40.8780;-1.060e+01;0;     ; 2.438e-01;4;  5.1; 1.269e+00;2;  7.1; 2.592e+00;4;  6.3; 4.791e+00;4;  6.3
G291.0489-02.0801;166.4086;-62.4854;-1.336e+01;0;     ; 2.630e-01;4;  5.2; 7.196e-01;1; 11.1; 1.057e+00;2;  7.8; 2.570e+00;2;  7.0
G289.4971-02.2707;163.2127;-62.0090; 3.560e+01;2;  9.8; 1.202e+01;4;  4.1; 6.254e+00;4;  5.1; 4.039e+00;4;  6.2; 2.244e+00;2;  7.0
G346.9161-02.2684;259.9954;-41.1415; 1.407e+01;1; 54.1; 3.184e+00;4;  4.1; 2.971e+00;4;  5.4; 2.436e+00;4;  6.4; 2.292e+00;2;  7.0
G358.9065-02.2706;268.0024;-31.0427;-1.001e+01;0;     ; 2.704e+00;4;  4.1; 2.780e+00;4;  5.5; 1.975e+00;4;  6.5; 2.333e+00;2;  7.0
G000.4385-02.0558;268.6863;-29.6140;-4.298e+00;0;     ; 1.015e+00;4;  4.1; 8.829e-01;4;  5.3; 6.707e-01;4;  6.4; 6.022e-01;2;  7.1
G267.9700-02.1450;133.5680;-48.2392; 2.092e+01;1; 34.3; 1.569e+00;4;  4.1; 1.503e+00;4;  5.2; 1.109e+00;4;  6.3; 8.630e-01;2;  6.9
G318.9415-02.2866;227.2617;-60.8071; 1.298e+01;1; 59.1; 1.417e+01;4;  4.1; 1.732e+01;4;  5.0; 1.739e+01;4;  6.1; 1.915e+01;4;  6.0
G000.3968-02.2203;268.8257;-29.7328;-4.087e+00;0;     ; 7.586e-01;4;  4.1; 8.134e-01;4;  5.4; 5.806e-01;4;  6.5; 5.665e-01;2;  7.1
G023.0787-02.2747;280.3793;-09.8039;-1.001e+01;0;     ; 6.075e+00;4;  4.1; 8.867e+00;4;  5.0; 1.006e+01;4;  6.1; 1.173e+01;4;  6.0
G073.2741-02.2867;306.3160;+33.8818;-1.001e+01;0;     ; 9.259e+00;4;  4.1; 1.196e+01;4;  5.0; 9.213e+00;4;  6.1; 9.076e+00;4;  6.1
G347.8679-02.2782;260.7194;-40.3644;-1.001e+01;0;     ; 5.193e+00;4;  4.1; 6.815e+00;4;  5.0; 5.553e+00;4;  6.1; 7.298e+00;4;  6.1
G026.9618-02.2766;282.1658;-06.3503;-1.001e+01;0;     ; 8.182e+00;4;  4.1; 8.846e+00;4;  5.0; 6.440e+00;4;  6.1; 7.399e+00;4;  6.1
G004.4316-02.2777;271.1480;-26.2607;-1.001e+01;0;     ; 6.249e+00;4;  4.1; 7.301e+00;4;  5.0; 5.982e+00;4;  6.1; 6.401e+00;4;  6.2
G359.6067-02.0147;268.1597;-30.3101;-3.010e+00;0;     ; 8.425e-01;4;  4.1; 7.355e-01;4;  5.6; 5.165e-01;4;  6.5; 7.759e-01;2;  6.7
G042.3237-02.2893;289.2209;+07.2906; 1.796e+01;1; 44.3; 5.854e+00;4;  4.1; 6.975e+00;4;  5.1; 5.143e+00;4;  6.1; 5.382e+00;4;  6.3
G000.0716-02.0436;268.4608;-29.9242;-4.374e+00;0;     ; 5.594e-02;3;  5.5; 2.977e-01;2;  7.8; 4.911e-01;4;  6.6; 3.448e+00;4;  6.0
G354.0417-02.2732;264.9896;-35.1983;-1.001e+01;0;     ; 3.999e+00;4;  4.1; 4.912e+00;4;  5.1; 4.115e+00;4;  6.2; 4.887e+00;4;  6.3
G014.3050-02.2827;276.2284;-17.5899;-1.001e+01;0;     ; 5.705e+00;4;  4.1; 6.137e+00;4;  5.1; 4.091e+00;4;  6.2; 5.161e+00;4;  6.3
G001.8460-02.2885;269.7230;-28.5133;-1.001e+01;0;     ; 7.429e+00;4;  4.1; 7.472e+00;4;  5.0; 5.167e+00;4;  6.1; 5.116e+00;4;  6.3
G344.1470-02.2745;257.8300;-43.3975;-1.119e+01;0;     ; 3.055e+00;4;  4.1; 3.544e+00;4;  5.3; 2.823e+00;4;  6.3; 2.934e+00;3;  6.6
G335.3204-02.2842;249.7329;-50.2745; 1.621e+01;1; 45.2; 4.876e+00;4;  4.1; 5.221e+00;4;  5.2; 3.920e+00;4;  6.2; 2.849e+00;2;  6.8
G320.2199-02.0718;229.2523;-59.9640;-1.157e+01;0;     ; 2.910e+00;4;  4.1; 2.858e+00;4;  5.6; 1.333e+00;2;  7.1; 4.017e+00;3;  6.4
G346.4180-02.2727;259.6202;-41.5519;-1.001e+01;0;     ; 3.358e+00;4;  4.1; 4.381e+00;4;  5.2; 4.073e+00;4;  6.2; 3.971e+00;3;  6.4
G267.1590-02.2559;132.6675;-47.6865;-6.859e+00;0;     ; 1.867e+00;4;  4.1; 1.727e+00;4;  5.3; 1.377e+00;4;  6.3; 1.027e+00;2;  7.0
G285.3298-02.8532;155.0894;-60.4546; 1.303e+02;4;  8.8; 1.587e+02;4;  4.1; 1.984e+02;4;  5.0; 1.386e+02;4;  6.1; 1.422e+02;4;  6.0
G008.6700-02.6558;273.7562;-22.7331; 7.804e+01;4;  8.9; 1.423e+02;4;  4.1; 1.331e+02;4;  5.0; 9.338e+01;4;  6.1; 6.106e+01;4;  6.0
G285.6118-02.3601;156.1056;-60.1913; 7.675e+01;4;  8.9; 8.866e+01;4;  4.1; 1.017e+02;4;  5.0; 6.512e+01;4;  6.1; 7.304e+01;4;  6.0
G026.5433-02.6321;282.2933;-06.8843;-1.179e+01;0;     ; 6.869e+01;4;  4.1; 8.857e+01;4;  5.0; 7.860e+01;4;  6.1; 5.751e+01;4;  6.0
G310.4435-02.1806;210.2192;-64.0351; 3.857e+01;2;  9.9; 5.879e+01;4;  4.1; 8.322e+01;4;  5.0; 8.673e+01;4;  6.1; 9.509e+01;4;  6.0
G085.9294-02.0779;316.2329;+43.9279; 2.202e+02;4;  8.5; 6.902e+01;4;  4.1; 3.480e+01;4;  5.0; 2.437e+01;4;  6.1; 1.075e+01;4;  6.0
G049.8940-02.7333;293.2577;+13.7452; 2.059e+01;1; 12.7; 5.470e+01;4;  4.1; 7.677e+01;4;  5.0; 5.476e+01;4;  6.1; 5.890e+01;4;  6.0
G313.6864-02.3404;217.2471;-63.1571; 2.558e+01;1; 11.5; 5.191e+01;4;  4.1; 5.712e+01;4;  5.0; 4.491e+01;4;  6.1; 4.445e+01;4;  6.0
G325.6347-02.1583;237.7736;-56.8898;-1.336e+01;0;     ; 4.321e+01;4;  4.1; 7.731e+01;4;  5.0; 9.105e+01;4;  6.1; 8.814e+01;4;  6.0
G000.5358-02.7288;269.4130;-29.8675; 4.835e+01;3;  9.5; 5.426e+01;4;  4.1; 4.581e+01;4;  5.0; 3.520e+01;4;  6.1; 2.267e+01;4;  6.0
G047.2304-02.5739;291.8104;+11.4846; 4.716e+01;3;  9.5; 4.499e+01;4;  4.1; 4.389e+01;4;  5.0; 3.018e+01;4;  6.1; 2.831e+01;4;  6.0
G340.0980-02.2979;254.3860;-46.6299; 4.431e+01;3;  9.2; 4.319e+01;4;  4.1; 4.006e+01;4;  5.0; 2.587e+01;4;  6.1; 1.853e+01;4;  6.0
G069.7971-02.1901;303.8900;+31.0723; 6.636e+01;4;  8.8; 4.207e+01;4;  4.1; 3.298e+01;4;  5.0; 2.472e+01;4;  6.1; 1.555e+01;4;  6.0
G359.8632-02.8562;269.1522;-30.5131;-3.070e+00;0;     ; 3.377e+01;4;  4.1; 6.670e+01;4;  5.0; 8.664e+01;4;  6.1; 9.478e+01;4;  6.0
G018.3381-02.4768;278.3460;-14.1074; 5.155e+01;2;  9.6; 3.448e+01;4;  4.1; 3.102e+01;4;  5.0; 1.998e+01;4;  6.1; 1.712e+01;4;  6.0
G283.5005-02.1235;152.8978;-58.8278; 9.388e+01;4;  8.8; 3.146e+01;4;  4.1; 1.556e+01;4;  5.0; 1.104e+01;4;  6.1; 4.955e+00;4;  6.3
G012.2983-02.4306;275.3778;-19.4314; 2.513e+01;1; 11.5; 3.271e+01;4;  4.1; 3.588e+01;4;  5.0; 2.729e+01;4;  6.1; 2.677e+01;4;  6.0
